Classification,Yield,Trait_value,Stage,Trait,Condition
Exotic-derived,614.1875495,25.78927228,Vegetative Stage,Canopy Temperature,Yield Potential
Exotic-derived,590.9845992,25.59093975,Vegetative Stage,Canopy Temperature,Yield Potential
Exotic-derived,567.7624488,25.80011162,Vegetative Stage,Canopy Temperature,Yield Potential
Exotic-derived,575.3532525,25.79694361,Vegetative Stage,Canopy Temperature,Yield Potential
Exotic-derived,561.6417544,25.70120275,Vegetative Stage,Canopy Temperature,Yield Potential
Exotic-derived,591.5794295,25.79048764,Vegetative Stage,Canopy Temperature,Yield Potential
Exotic-derived,546.1910297,25.79087338,Vegetative Stage,Canopy Temperature,Yield Potential
Exotic-derived,597.4213736,25.8367356,Vegetative Stage,Canopy Temperature,Yield Potential
Exotic-derived,558.2258373,25.75529004,Vegetative Stage,Canopy Temperature,Yield Potential
Exotic-derived,616.9789239,25.85068617,Vegetative Stage,Canopy Temperature,Yield Potential
Exotic-derived,590.033866,25.85402446,Vegetative Stage,Canopy Temperature,Yield Potential
Exotic-derived,612.7234817,25.97946526,Vegetative Stage,Canopy Temperature,Yield Potential
Exotic-derived,658.4741093,25.5095162,Vegetative Stage,Canopy Temperature,Yield Potential
Exotic-derived,642.1467841,25.80937256,Vegetative Stage,Canopy Temperature,Yield Potential
Exotic-derived,582.4566728,25.93342574,Vegetative Stage,Canopy Temperature,Yield Potential
Exotic-derived,585.1997285,25.72729778,Vegetative Stage,Canopy Temperature,Yield Potential
Elite,527.1285481,29.93235969,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,503.8847993,29.56630856,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,580.630016,29.59569825,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,601.1250587,29.51000152,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,616.8547412,29.17441001,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,586.7167752,29.84059339,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,597.4843481,29.65157091,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,569.0109766,29.68750297,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,484.5498518,30.08601403,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,613.2972123,29.00242369,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,585.5915301,29.23223801,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,650.8182705,29.04259859,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,531.3609069,29.38328726,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,606.4414549,29.26748471,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,575.4970789,29.61327556,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,588.97176,29.9316814,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,591.2275806,29.42909094,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,683.2829889,29.55342122,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,602.929282,28.88266474,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,575.7216705,30.15993802,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,685.5685794,29.371548,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,580.7904101,29.41329415,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,582.5217224,29.44333166,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,638.3686695,29.30697818,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,605.0281267,29.19667375,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,558.4888714,29.3689999,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,626.1360378,29.38929691,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,584.2967618,29.33683313,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,595.6939772,29.47402495,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,625.2314898,29.90191016,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,612.3098838,29.24765722,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,499.1792674,29.56141641,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,623.3803796,29.39244327,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,594.7671003,30.13748669,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,615.2322548,29.40685227,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,625.8226975,30.02536255,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,622.4344742,29.31916959,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,628.9033781,29.37703399,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,621.7027521,29.26814645,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,495.3587485,29.96539914,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,581.5122744,29.81939706,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,591.2599682,29.27778535,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,639.3217932,29.68843433,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,525.0701418,29.37859975,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,603.9250205,29.13062251,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,553.587357,29.69326971,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,540.8343742,29.39367863,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,615.2428454,29.35933862,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,601.3058598,29.63317855,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,583.503137,29.09321372,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,646.7870353,29.32545359,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,629.2594758,29.23168543,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,597.9127669,29.71139419,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,588.7943502,29.13652001,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,641.89376,29.06790194,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,647.4814325,29.59773879,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,588.9501478,29.26860662,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,575.6603082,29.4631753,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,589.536452,29.44614292,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,565.8486178,30.28702318,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,647.7513703,29.41317901,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,554.1517762,29.366368,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,579.8026216,29.86855564,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,616.719156,29.67961266,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,611.6053557,29.56188126,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,640.5813282,29.58136011,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,692.4405793,29.70621893,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,592.5335827,29.83312096,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,612.3689626,29.50435738,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,638.4555857,29.31098603,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,610.3350124,30.0252769,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,653.0681843,29.6954466,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,612.1150149,29.62917702,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,641.3434476,29.18074934,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,623.0681158,30.2388452,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,594.1238696,29.39534196,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,618.8081132,29.45402517,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,692.9354068,29.0790079,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,657.961883,30.15220623,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,594.5463511,29.07231104,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,559.9719031,29.45398322,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,587.0353689,29.39834527,Grain Filling Stage,Canopy Temperature,Yield Potential
Elite,557.8904019,29.27024656,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,613.9230525,28.57187078,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,564.2961813,29.57825315,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,552.8524988,29.29036559,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,630.8324944,29.65514505,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,585.571525,28.86525077,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,539.9864472,29.53292762,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,602.8943485,29.08869309,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,705.2299656,29.19050879,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,555.3871896,29.1918009,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,590.7545148,29.4445468,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,625.7564144,29.44626299,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,614.4882016,29.30435034,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,644.7322891,29.30374056,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,637.5821481,29.26667101,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,599.8554719,29.27470829,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,590.8709896,29.14778752,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,615.5146172,29.17895961,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,536.6511825,29.24226327,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,561.9468026,29.84276938,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,580.6791827,29.00626128,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,584.8290171,29.77662293,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,557.3718896,29.68964496,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,620.1678265,29.01622823,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,602.5445262,29.03703067,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,592.4821543,28.71445746,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,521.7043139,29.07595545,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,571.9173507,29.37527951,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,551.028693,29.56117495,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,606.5574554,29.6266518,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,596.5307143,29.19544797,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,621.7785017,28.89981838,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,594.5210315,29.13465237,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,576.2048903,29.38758059,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,654.1872441,28.94921336,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,620.0560864,29.49032772,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,561.8271359,29.39945451,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,567.782021,29.32291738,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,550.0831558,29.15887364,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,592.479176,29.48468189,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,609.7858476,29.11384338,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,623.3535545,29.38862257,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,528.9972183,29.79907971,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,585.5186653,29.23359799,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,495.7554221,29.56870529,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,617.1189665,29.06489897,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,569.2638712,29.02817871,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,588.7829568,28.99173634,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,606.8278149,29.24037062,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,564.344767,29.19405109,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,554.1669555,30.03451678,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,614.1875495,29.12272358,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,590.9845992,28.74777527,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,567.7624488,28.97893651,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,575.3532525,29.17216306,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,561.6417544,29.37746017,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,591.5794295,29.31513242,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,546.1910297,29.40028255,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,597.4213736,29.36344278,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,558.2258373,29.18540709,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,616.9789239,29.43385657,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,590.033866,29.21046711,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,612.7234817,29.64543055,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,658.4741093,29.00614907,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,642.1467841,29.37972168,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,582.4566728,30.03143535,Grain Filling Stage,Canopy Temperature,Yield Potential
Exotic-derived,585.1997285,29.18617049,Grain Filling Stage,Canopy Temperature,Yield Potential
